Teleconnexió,Fase,Variable,Subregió,Estació,Període,Anomalia mitjana,Unitat,N mesos
RONI/ENSO,Negativa,Humitat del sòl,Mediterrani central occidental,Tardor,Tots,-0.006,m3/m3,39
RONI/ENSO,Negativa,Humitat del sòl,Mediterrani central occidental,Tardor,1981-1990,-0.0109,m3/m3,8
RONI/ENSO,Negativa,Humitat del sòl,Mediterrani central occidental,Tardor,1991-2000,-0.0005,m3/m3,11
RONI/ENSO,Negativa,Humitat del sòl,Mediterrani central occidental,Tardor,2001-2010,0.0047,m3/m3,8
RONI/ENSO,Negativa,Humitat del sòl,Mediterrani central occidental,Tardor,2011-2020,-0.0149,m3/m3,12
RONI/ENSO,Negativa,SST,Llevant Ibèric,Hivern,Tots,-0.0168,°C,46
RONI/ENSO,Negativa,SST,Llevant Ibèric,Hivern,1981-1990,-0.0377,°C,8
RONI/ENSO,Negativa,SST,Llevant Ibèric,Hivern,1991-2000,0.0708,°C,10
RONI/ENSO,Negativa,SST,Llevant Ibèric,Hivern,2001-2010,-0.2674,°C,12
RONI/ENSO,Negativa,SST,Llevant Ibèric,Hivern,2011-2020,0.1269,°C,16
RONI/ENSO,Negativa,SST,Llevant Ibèric,Primavera,Tots,-0.0072,°C,34
RONI/ENSO,Negativa,SST,Llevant Ibèric,Primavera,1981-1990,-0.3854,°C,10
RONI/ENSO,Negativa,SST,Llevant Ibèric,Primavera,1991-2000,0.2496,°C,7
RONI/ENSO,Negativa,SST,Llevant Ibèric,Primavera,2001-2010,0.148,°C,8
RONI/ENSO,Negativa,SST,Llevant Ibèric,Primavera,2011-2020,0.0752,°C,9
RONI/ENSO,Negativa,SST,Llevant Ibèric,Estiu,Tots,0.14,°C,27
RONI/ENSO,Negativa,SST,Llevant Ibèric,Estiu,1981-1990,-0.4168,°C,4
RONI/ENSO,Negativa,SST,Llevant Ibèric,Estiu,1991-2000,0.216,°C,8
RONI/ENSO,Negativa,SST,Llevant Ibèric,Estiu,2001-2010,0.0362,°C,7
RONI/ENSO,Negativa,SST,Llevant Ibèric,Estiu,2011-2020,0.4333,°C,8
RONI/ENSO,Negativa,SST,Llevant Ibèric,Tardor,Tots,0.0077,°C,39
RONI/ENSO,Negativa,SST,Llevant Ibèric,Tardor,1981-1990,0.0416,°C,8
RONI/ENSO,Negativa,SST,Llevant Ibèric,Tardor,1991-2000,-0.5435,°C,11
RONI/ENSO,Negativa,SST,Llevant Ibèric,Tardor,2001-2010,-0.3161,°C,8
RONI/ENSO,Negativa,SST,Llevant Ibèric,Tardor,2011-2020,0.7062,°C,12
RONI/ENSO,Negativa,SST,Catalunya-Balears,Hivern,Tots,-0.0354,°C,46
RONI/ENSO,Negativa,SST,Catalunya-Balears,Hivern,1981-1990,-0.1551,°C,8
RONI/ENSO,Negativa,SST,Catalunya-Balears,Hivern,1991-2000,0.0259,°C,10
RONI/ENSO,Negativa,SST,Catalunya-Balears,Hivern,2001-2010,-0.3381,°C,12
RONI/ENSO,Negativa,SST,Catalunya-Balears,Hivern,2011-2020,0.2133,°C,16
RONI/ENSO,Negativa,SST,Catalunya-Balears,Primavera,Tots,0.0283,°C,34
RONI/ENSO,Negativa,SST,Catalunya-Balears,Primavera,1981-1990,-0.4583,°C,10
RONI/ENSO,Negativa,SST,Catalunya-Balears,Primavera,1991-2000,0.2821,°C,7
RONI/ENSO,Negativa,SST,Catalunya-Balears,Primavera,2001-2010,0.0102,°C,8
RONI/ENSO,Negativa,SST,Catalunya-Balears,Primavera,2011-2020,0.3876,°C,9
RONI/ENSO,Negativa,SST,Catalunya-Balears,Estiu,Tots,0.0666,°C,27
RONI/ENSO,Negativa,SST,Catalunya-Balears,Estiu,1981-1990,-0.4357,°C,4
RONI/ENSO,Negativa,SST,Catalunya-Balears,Estiu,1991-2000,0.1393,°C,8
RONI/ENSO,Negativa,SST,Catalunya-Balears,Estiu,2001-2010,-0.1276,°C,7
RONI/ENSO,Negativa,SST,Catalunya-Balears,Estiu,2011-2020,0.4148,°C,8
RONI/ENSO,Negativa,SST,Catalunya-Balears,Tardor,Tots,0.0107,°C,39
RONI/ENSO,Negativa,SST,Catalunya-Balears,Tardor,1981-1990,-0.2387,°C,8
RONI/ENSO,Negativa,SST,Catalunya-Balears,Tardor,1991-2000,-0.28,°C,11
RONI/ENSO,Negativa,SST,Catalunya-Balears,Tardor,2001-2010,-0.3117,°C,8
RONI/ENSO,Negativa,SST,Catalunya-Balears,Tardor,2011-2020,0.6582,°C,12
RONI/ENSO,Negativa,SST,Golf del Lleó,Hivern,Tots,-0.1022,°C,46
RONI/ENSO,Negativa,SST,Golf del Lleó,Hivern,1981-1990,-0.2527,°C,8
RONI/ENSO,Negativa,SST,Golf del Lleó,Hivern,1991-2000,-0.272,°C,10
RONI/ENSO,Negativa,SST,Golf del Lleó,Hivern,2001-2010,-0.1938,°C,12
RONI/ENSO,Negativa,SST,Golf del Lleó,Hivern,2011-2020,0.1478,°C,16
RONI/ENSO,Negativa,SST,Golf del Lleó,Primavera,Tots,0.0133,°C,34
RONI/ENSO,Negativa,SST,Golf del Lleó,Primavera,1981-1990,-0.4819,°C,10
RONI/ENSO,Negativa,SST,Golf del Lleó,Primavera,1991-2000,-0.0653,°C,7
RONI/ENSO,Negativa,SST,Golf del Lleó,Primavera,2001-2010,0.0091,°C,8
RONI/ENSO,Negativa,SST,Golf del Lleó,Primavera,2011-2020,0.6284,°C,9
RONI/ENSO,Negativa,SST,Golf del Lleó,Estiu,Tots,0.0085,°C,27
RONI/ENSO,Negativa,SST,Golf del Lleó,Estiu,1981-1990,-0.2826,°C,4
RONI/ENSO,Negativa,SST,Golf del Lleó,Estiu,1991-2000,0.0834,°C,8
RONI/ENSO,Negativa,SST,Golf del Lleó,Estiu,2001-2010,-0.2408,°C,7
RONI/ENSO,Negativa,SST,Golf del Lleó,Estiu,2011-2020,0.2975,°C,8
RONI/ENSO,Negativa,SST,Golf del Lleó,Tardor,Tots,-0.1611,°C,39
RONI/ENSO,Negativa,SST,Golf del Lleó,Tardor,1981-1990,-0.3923,°C,8
RONI/ENSO,Negativa,SST,Golf del Lleó,Tardor,1991-2000,-0.245,°C,11
RONI/ENSO,Negativa,SST,Golf del Lleó,Tardor,2001-2010,-0.3518,°C,8
RONI/ENSO,Negativa,SST,Golf del Lleó,Tardor,2011-2020,0.1971,°C,12
RONI/ENSO,Negativa,SST,Mediterrani central occidental,Hivern,Tots,-0.0836,°C,46
RONI/ENSO,Negativa,SST,Mediterrani central occidental,Hivern,1981-1990,-0.35,°C,8
RONI/ENSO,Negativa,SST,Mediterrani central occidental,Hivern,1991-2000,-0.1548,°C,10
RONI/ENSO,Negativa,SST,Mediterrani central occidental,Hivern,2001-2010,-0.2813,°C,12
RONI/ENSO,Negativa,SST,Mediterrani central occidental,Hivern,2011-2020,0.2423,°C,16
RONI/ENSO,Negativa,SST,Mediterrani central occidental,Primavera,Tots,0.0136,°C,34
RONI/ENSO,Negativa,SST,Mediterrani central occidental,Primavera,1981-1990,-0.4843,°C,10
RONI/ENSO,Negativa,SST,Mediterrani central occidental,Primavera,1991-2000,0.1203,°C,7
RONI/ENSO,Negativa,SST,Mediterrani central occidental,Primavera,2001-2010,0.1137,°C,8
RONI/ENSO,Negativa,SST,Mediterrani central occidental,Primavera,2011-2020,0.395,°C,9
RONI/ENSO,Negativa,SST,Mediterrani central occidental,Estiu,Tots,0.008,°C,27
RONI/ENSO,Negativa,SST,Mediterrani central occidental,Estiu,1981-1990,-0.2458,°C,4
RONI/ENSO,Negativa,SST,Mediterrani central occidental,Estiu,1991-2000,-0.0403,°C,8
RONI/ENSO,Negativa,SST,Mediterrani central occidental,Estiu,2001-2010,-0.2259,°C,7
RONI/ENSO,Negativa,SST,Mediterrani central occidental,Estiu,2011-2020,0.3878,°C,8
RONI/ENSO,Negativa,SST,Mediterrani central occidental,Tardor,Tots,-0.1068,°C,39
RONI/ENSO,Negativa,SST,Mediterrani central occidental,Tardor,1981-1990,-0.4369,°C,8
RONI/ENSO,Negativa,SST,Mediterrani central occidental,Tardor,1991-2000,-0.4502,°C,11
RONI/ENSO,Negativa,SST,Mediterrani central occidental,Tardor,2001-2010,-0.3432,°C,8
RONI/ENSO,Negativa,SST,Mediterrani central occidental,Tardor,2011-2020,0.5855,°C,12
RONI/ENSO,Neutral,Precipitació,Llevant Ibèric,Hivern,Tots,0.2565,mm,34
RONI/ENSO,Neutral,Precipitació,Llevant Ibèric,Hivern,1981-1990,2.8029,mm,13
RONI/ENSO,Neutral,Precipitació,Llevant Ibèric,Hivern,1991-2000,0.9602,mm,7
RONI/ENSO,Neutral,Precipitació,Llevant Ibèric,Hivern,2001-2010,-6.8395,mm,8
RONI/ENSO,Neutral,Precipitació,Llevant Ibèric,Hivern,2011-2020,3.3797,mm,6
RONI/ENSO,Neutral,Precipitació,Llevant Ibèric,Primavera,Tots,1.2286,mm,56
RONI/ENSO,Neutral,Precipitació,Llevant Ibèric,Primavera,1981-1990,1.9949,mm,12
RONI/ENSO,Neutral,Precipitació,Llevant Ibèric,Primavera,1991-2000,-7.4211,mm,9
RONI/ENSO,Neutral,Precipitació,Llevant Ibèric,Primavera,2001-2010,7.5021,mm,21
RONI/ENSO,Neutral,Precipitació,Llevant Ibèric,Primavera,2011-2020,-3.2781,mm,14
RONI/ENSO,Neutral,Precipitació,Llevant Ibèric,Estiu,Tots,-0.9243,mm,62
RONI/ENSO,Neutral,Precipitació,Llevant Ibèric,Estiu,1981-1990,2.5293,mm,18
RONI/ENSO,Neutral,Precipitació,Llevant Ibèric,Estiu,1991-2000,-2.2861,mm,8
RONI/ENSO,Neutral,Precipitació,Llevant Ibèric,Estiu,2001-2010,-5.2394,mm,17
RONI/ENSO,Neutral,Precipitació,Llevant Ibèric,Estiu,2011-2020,0.2383,mm,19
RONI/ENSO,Neutral,Precipitació,Llevant Ibèric,Tardor,Tots,3.7906,mm,44
RONI/ENSO,Neutral,Precipitació,Llevant Ibèric,Tardor,1981-1990,-0.6136,mm,13
RONI/ENSO,Neutral,Precipitació,Llevant Ibèric,Tardor,1991-2000,-1.6412,mm,9
RONI/ENSO,Neutral,Precipitació,Llevant Ibèric,Tardor,2001-2010,14.6303,mm,10
RONI/ENSO,Neutral,Precipitació,Llevant Ibèric,Tardor,2011-2020,3.6028,mm,12
RONI/ENSO,Neutral,Precipitació,Catalunya-Balears,Hivern,Tots,0.9173,mm,34
RONI/ENSO,Neutral,Precipitació,Catalunya-Balears,Hivern,1981-1990,1.2059,mm,13
RONI/ENSO,Neutral,Precipitació,Catalunya-Balears,Hivern,1991-2000,2.7683,mm,7
RONI/ENSO,Neutral,Precipitació,Catalunya-Balears,Hivern,2001-2010,-3.5524,mm,8
RONI/ENSO,Neutral,Precipitació,Catalunya-Balears,Hivern,2011-2020,4.092,mm,6
RONI/ENSO,Neutral,Precipitació,Catalunya-Balears,Primavera,Tots,1.2025,mm,56
RONI/ENSO,Neutral,Precipitació,Catalunya-Balears,Primavera,1981-1990,4.5359,mm,12
RONI/ENSO,Neutral,Precipitació,Catalunya-Balears,Primavera,1991-2000,-8.2423,mm,9
RONI/ENSO,Neutral,Precipitació,Catalunya-Balears,Primavera,2001-2010,2.2742,mm,21
RONI/ENSO,Neutral,Precipitació,Catalunya-Balears,Primavera,2011-2020,2.8096,mm,14
RONI/ENSO,Neutral,Precipitació,Catalunya-Balears,Estiu,Tots,-0.9493,mm,62
RONI/ENSO,Neutral,Precipitació,Catalunya-Balears,Estiu,1981-1990,1.478,mm,18
RONI/ENSO,Neutral,Precipitació,Catalunya-Balears,Estiu,1991-2000,-0.1086,mm,8
RONI/ENSO,Neutral,Precipitació,Catalunya-Balears,Estiu,2001-2010,-7.4878,mm,17
RONI/ENSO,Neutral,Precipitació,Catalunya-Balears,Estiu,2011-2020,2.2476,mm,19
RONI/ENSO,Neutral,Precipitació,Catalunya-Balears,Tardor,Tots,4.3744,mm,44
RONI/ENSO,Neutral,Precipitació,Catalunya-Balears,Tardor,1981-1990,-5.0697,mm,13
RONI/ENSO,Neutral,Precipitació,Catalunya-Balears,Tardor,1991-2000,2.9135,mm,9
RONI/ENSO,Neutral,Precipitació,Catalunya-Balears,Tardor,2001-2010,18.7996,mm,10
RONI/ENSO,Neutral,Precipitació,Catalunya-Balears,Tardor,2011-2020,3.6801,mm,12
RONI/ENSO,Neutral,Precipitació,Golf del Lleó,Hivern,Tots,7.1115,mm,34
RONI/ENSO,Neutral,Precipitació,Golf del Lleó,Hivern,1981-1990,10.5798,mm,13
RONI/ENSO,Neutral,Precipitació,Golf del Lleó,Hivern,1991-2000,19.898,mm,7
RONI/ENSO,Neutral,Precipitació,Golf del Lleó,Hivern,2001-2010,-6.5035,mm,8
RONI/ENSO,Neutral,Precipitació,Golf del Lleó,Hivern,2011-2020,2.8325,mm,6
RONI/ENSO,Neutral,Precipitació,Golf del Lleó,Primavera,Tots,-4.4779,mm,56
RONI/ENSO,Neutral,Precipitació,Golf del Lleó,Primavera,1981-1990,11.1561,mm,12
RONI/ENSO,Neutral,Precipitació,Golf del Lleó,Primavera,1991-2000,-10.9815,mm,9
RONI/ENSO,Neutral,Precipitació,Golf del Lleó,Primavera,2001-2010,-14.6041,mm,21
RONI/ENSO,Neutral,Precipitació,Golf del Lleó,Primavera,2011-2020,1.4916,mm,14
RONI/ENSO,Neutral,Precipitació,Golf del Lleó,Estiu,Tots,-3.4409,mm,62
RONI/ENSO,Neutral,Precipitació,Golf del Lleó,Estiu,1981-1990,-4.0468,mm,18
RONI/ENSO,Neutral,Precipitació,Golf del Lleó,Estiu,1991-2000,0.2026,mm,8
RONI/ENSO,Neutral,Precipitació,Golf del Lleó,Estiu,2001-2010,-12.0577,mm,17
RONI/ENSO,Neutral,Precipitació,Golf del Lleó,Estiu,2011-2020,3.3087,mm,19
RONI/ENSO,Neutral,Precipitació,Golf del Lleó,Tardor,Tots,-2.762,mm,44
RONI/ENSO,Neutral,Precipitació,Golf del Lleó,Tardor,1981-1990,-29.7423,mm,13
RONI/ENSO,Neutral,Precipitació,Golf del Lleó,Tardor,1991-2000,23.4698,mm,9
RONI/ENSO,Neutral,Precipitació,Golf del Lleó,Tardor,2001-2010,2.6908,mm,10
RONI/ENSO,Neutral,Precipitació,Golf del Lleó,Tardor,2011-2020,2.2488,mm,12
RONI/ENSO,Neutral,Precipitació,Mediterrani central occidental,Hivern,Tots,-5.478,mm,34
RONI/ENSO,Neutral,Precipitació,Mediterrani central occidental,Hivern,1981-1990,-1.4847,mm,13
RONI/ENSO,Neutral,Precipitació,Mediterrani central occidental,Hivern,1991-2000,-4.515,mm,7
RONI/ENSO,Neutral,Precipitació,Mediterrani central occidental,Hivern,2001-2010,-7.1152,mm,8
RONI/ENSO,Neutral,Precipitació,Mediterrani central occidental,Hivern,2011-2020,-13.0707,mm,6
RONI/ENSO,Neutral,Precipitació,Mediterrani central occidental,Primavera,Tots,0.7329,mm,56
RONI/ENSO,Neutral,Precipitació,Mediterrani central occidental,Primavera,1981-1990,3.2931,mm,12
RONI/ENSO,Neutral,Precipitació,Mediterrani central occidental,Primavera,1991-2000,-5.8731,mm,9
RONI/ENSO,Neutral,Precipitació,Mediterrani central occidental,Primavera,2001-2010,0.0539,mm,21
RONI/ENSO,Neutral,Precipitació,Mediterrani central occidental,Primavera,2011-2020,3.8038,mm,14
RONI/ENSO,Neutral,Precipitació,Mediterrani central occidental,Estiu,Tots,-0.3458,mm,62
RONI/ENSO,Neutral,Precipitació,Mediterrani central occidental,Estiu,1981-1990,0.92,mm,18
RONI/ENSO,Neutral,Precipitació,Mediterrani central occidental,Estiu,1991-2000,0.0292,mm,8
RONI/ENSO,Neutral,Precipitació,Mediterrani central occidental,Estiu,2001-2010,-4.335,mm,17
RONI/ENSO,Neutral,Precipitació,Mediterrani central occidental,Estiu,2011-2020,1.8664,mm,19
RONI/ENSO,Neutral,Precipitació,Mediterrani central occidental,Tardor,Tots,0.6978,mm,44
RONI/ENSO,Neutral,Precipitació,Mediterrani central occidental,Tardor,1981-1990,-9.2257,mm,13
RONI/ENSO,Neutral,Precipitació,Mediterrani central occidental,Tardor,1991-2000,0.7706,mm,9
RONI/ENSO,Neutral,Precipitació,Mediterrani central occidental,Tardor,2001-2010,3.5416,mm,10
RONI/ENSO,Neutral,Precipitació,Mediterrani central occidental,Tardor,2011-2020,9.024,mm,12
RONI/ENSO,Neutral,Temperatura,Llevant Ibèric,Hivern,Tots,0.1688,°C,34
RONI/ENSO,Neutral,Temperatura,Llevant Ibèric,Hivern,1981-1990,0.0944,°C,13
RONI/ENSO,Neutral,Temperatura,Llevant Ibèric,Hivern,1991-2000,0.3171,°C,7
RONI/ENSO,Neutral,Temperatura,Llevant Ibèric,Hivern,2001-2010,-0.0139,°C,8
RONI/ENSO,Neutral,Temperatura,Llevant Ibèric,Hivern,2011-2020,0.4007,°C,6
RONI/ENSO,Neutral,Temperatura,Llevant Ibèric,Primavera,Tots,0.0052,°C,56
RONI/ENSO,Neutral,Temperatura,Llevant Ibèric,Primavera,1981-1990,-0.6125,°C,12
RONI/ENSO,Neutral,Temperatura,Llevant Ibèric,Primavera,1991-2000,-0.0522,°C,9
RONI/ENSO,Neutral,Temperatura,Llevant Ibèric,Primavera,2001-2010,0.0407,°C,21
RONI/ENSO,Neutral,Temperatura,Llevant Ibèric,Primavera,2011-2020,0.5184,°C,14
RONI/ENSO,Neutral,Temperatura,Llevant Ibèric,Estiu,Tots,0.0792,°C,62
RONI/ENSO,Neutral,Temperatura,Llevant Ibèric,Estiu,1981-1990,-0.7276,°C,18
RONI/ENSO,Neutral,Temperatura,Llevant Ibèric,Estiu,1991-2000,-0.385,°C,8
RONI/ENSO,Neutral,Temperatura,Llevant Ibèric,Estiu,2001-2010,0.6259,°C,17
RONI/ENSO,Neutral,Temperatura,Llevant Ibèric,Estiu,2011-2020,0.55,°C,19
RONI/ENSO,Neutral,Temperatura,Llevant Ibèric,Tardor,Tots,-0.0433,°C,44
RONI/ENSO,Neutral,Temperatura,Llevant Ibèric,Tardor,1981-1990,0.0683,°C,13
RONI/ENSO,Neutral,Temperatura,Llevant Ibèric,Tardor,1991-2000,-0.9145,°C,9
RONI/ENSO,Neutral,Temperatura,Llevant Ibèric,Tardor,2001-2010,-0.2605,°C,10
RONI/ENSO,Neutral,Temperatura,Llevant Ibèric,Tardor,2011-2020,0.6703,°C,12
RONI/ENSO,Neutral,Temperatura,Catalunya-Balears,Hivern,Tots,0.1649,°C,34
RONI/ENSO,Neutral,Temperatura,Catalunya-Balears,Hivern,1981-1990,0.1207,°C,13
RONI/ENSO,Neutral,Temperatura,Catalunya-Balears,Hivern,1991-2000,0.2877,°C,7
RONI/ENSO,Neutral,Temperatura,Catalunya-Balears,Hivern,2001-2010,-0.2479,°C,8
RONI/ENSO,Neutral,Temperatura,Catalunya-Balears,Hivern,2011-2020,0.6678,°C,6
RONI/ENSO,Neutral,Temperatura,Catalunya-Balears,Primavera,Tots,0.0717,°C,56
RONI/ENSO,Neutral,Temperatura,Catalunya-Balears,Primavera,1981-1990,-0.449,°C,12
RONI/ENSO,Neutral,Temperatura,Catalunya-Balears,Primavera,1991-2000,0.079,°C,9
RONI/ENSO,Neutral,Temperatura,Catalunya-Balears,Primavera,2001-2010,0.1747,°C,21
RONI/ENSO,Neutral,Temperatura,Catalunya-Balears,Primavera,2011-2020,0.3589,°C,14
RONI/ENSO,Neutral,Temperatura,Catalunya-Balears,Estiu,Tots,0.1225,°C,62
RONI/ENSO,Neutral,Temperatura,Catalunya-Balears,Estiu,1981-1990,-0.5909,°C,18
RONI/ENSO,Neutral,Temperatura,Catalunya-Balears,Estiu,1991-2000,-0.4328,°C,8
RONI/ENSO,Neutral,Temperatura,Catalunya-Balears,Estiu,2001-2010,0.7094,°C,17
RONI/ENSO,Neutral,Temperatura,Catalunya-Balears,Estiu,2011-2020,0.5071,°C,19
RONI/ENSO,Neutral,Temperatura,Catalunya-Balears,Tardor,Tots,-0.1148,°C,44
RONI/ENSO,Neutral,Temperatura,Catalunya-Balears,Tardor,1981-1990,-0.1736,°C,13
RONI/ENSO,Neutral,Temperatura,Catalunya-Balears,Tardor,1991-2000,-0.979,°C,9
RONI/ENSO,Neutral,Temperatura,Catalunya-Balears,Tardor,2001-2010,-0.2207,°C,10
RONI/ENSO,Neutral,Temperatura,Catalunya-Balears,Tardor,2011-2020,0.6852,°C,12
RONI/ENSO,Neutral,Temperatura,Golf del Lleó,Hivern,Tots,0.2383,°C,34
RONI/ENSO,Neutral,Temperatura,Golf del Lleó,Hivern,1981-1990,-0.1417,°C,13
RONI/ENSO,Neutral,Temperatura,Golf del Lleó,Hivern,1991-2000,0.5859,°C,7
RONI/ENSO,Neutral,Temperatura,Golf del Lleó,Hivern,2001-2010,-0.1432,°C,8
RONI/ENSO,Neutral,Temperatura,Golf del Lleó,Hivern,2011-2020,1.1648,°C,6
RONI/ENSO,Neutral,Temperatura,Golf del Lleó,Primavera,Tots,0.2025,°C,56
RONI/ENSO,Neutral,Temperatura,Golf del Lleó,Primavera,1981-1990,-0.6161,°C,12
RONI/ENSO,Neutral,Temperatura,Golf del Lleó,Primavera,1991-2000,0.3078,°C,9
RONI/ENSO,Neutral,Temperatura,Golf del Lleó,Primavera,2001-2010,0.5079,°C,21
RONI/ENSO,Neutral,Temperatura,Golf del Lleó,Primavera,2011-2020,0.3784,°C,14
RONI/ENSO,Neutral,Temperatura,Golf del Lleó,Estiu,Tots,0.1499,°C,62
RONI/ENSO,Neutral,Temperatura,Golf del Lleó,Estiu,1981-1990,-0.5035,°C,18
RONI/ENSO,Neutral,Temperatura,Golf del Lleó,Estiu,1991-2000,-0.578,°C,8
RONI/ENSO,Neutral,Temperatura,Golf del Lleó,Estiu,2001-2010,0.7995,°C,17
RONI/ENSO,Neutral,Temperatura,Golf del Lleó,Estiu,2011-2020,0.4943,°C,19
RONI/ENSO,Neutral,Temperatura,Golf del Lleó,Tardor,Tots,-0.1647,°C,44
RONI/ENSO,Neutral,Temperatura,Golf del Lleó,Tardor,1981-1990,-0.4006,°C,13
RONI/ENSO,Neutral,Temperatura,Golf del Lleó,Tardor,1991-2000,-1.0779,°C,9
RONI/ENSO,Neutral,Temperatura,Golf del Lleó,Tardor,2001-2010,-0.2801,°C,10
RONI/ENSO,Neutral,Temperatura,Golf del Lleó,Tardor,2011-2020,0.872,°C,12
RONI/ENSO,Neutral,Temperatura,Mediterrani central occidental,Hivern,Tots,0.139,°C,34
RONI/ENSO,Neutral,Temperatura,Mediterrani central occidental,Hivern,1981-1990,-0.0073,°C,13
RONI/ENSO,Neutral,Temperatura,Mediterrani central occidental,Hivern,1991-2000,0.3144,°C,7
RONI/ENSO,Neutral,Temperatura,Mediterrani central occidental,Hivern,2001-2010,-0.1965,°C,8
RONI/ENSO,Neutral,Temperatura,Mediterrani central occidental,Hivern,2011-2020,0.699,°C,6
RONI/ENSO,Neutral,Temperatura,Mediterrani central occidental,Primavera,Tots,0.0769,°C,56
RONI/ENSO,Neutral,Temperatura,Mediterrani central occidental,Primavera,1981-1990,-0.2432,°C,12
RONI/ENSO,Neutral,Temperatura,Mediterrani central occidental,Primavera,1991-2000,-0.0764,°C,9
RONI/ENSO,Neutral,Temperatura,Mediterrani central occidental,Primavera,2001-2010,0.2237,°C,21
RONI/ENSO,Neutral,Temperatura,Mediterrani central occidental,Primavera,2011-2020,0.2298,°C,14
RONI/ENSO,Neutral,Temperatura,Mediterrani central occidental,Estiu,Tots,0.1062,°C,62
RONI/ENSO,Neutral,Temperatura,Mediterrani central occidental,Estiu,1981-1990,-0.7051,°C,18
RONI/ENSO,Neutral,Temperatura,Mediterrani central occidental,Estiu,1991-2000,-0.5091,°C,8
RONI/ENSO,Neutral,Temperatura,Mediterrani central occidental,Estiu,2001-2010,0.6819,°C,17
RONI/ENSO,Neutral,Temperatura,Mediterrani central occidental,Estiu,2011-2020,0.6189,°C,19
RONI/ENSO,Neutral,Temperatura,Mediterrani central occidental,Tardor,Tots,-0.0912,°C,44
RONI/ENSO,Neutral,Temperatura,Mediterrani central occidental,Tardor,1981-1990,-0.4019,°C,13
RONI/ENSO,Neutral,Temperatura,Mediterrani central occidental,Tardor,1991-2000,-0.8198,°C,9
RONI/ENSO,Neutral,Temperatura,Mediterrani central occidental,Tardor,2001-2010,0.005,°C,10
RONI/ENSO,Neutral,Temperatura,Mediterrani central occidental,Tardor,2011-2020,0.7117,°C,12
RONI/ENSO,Neutral,Humitat del sòl,Llevant Ibèric,Hivern,Tots,0.0024,m3/m3,34
RONI/ENSO,Neutral,Humitat del sòl,Llevant Ibèric,Hivern,1981-1990,0.0045,m3/m3,13
RONI/ENSO,Neutral,Humitat del sòl,Llevant Ibèric,Hivern,1991-2000,0.0058,m3/m3,7
RONI/ENSO,Neutral,Humitat del sòl,Llevant Ibèric,Hivern,2001-2010,-0.0071,m3/m3,8
RONI/ENSO,Neutral,Humitat del sòl,Llevant Ibèric,Hivern,2011-2020,0.0062,m3/m3,6
RONI/ENSO,Neutral,Humitat del sòl,Llevant Ibèric,Primavera,Tots,0.0045,m3/m3,56
RONI/ENSO,Neutral,Humitat del sòl,Llevant Ibèric,Primavera,1981-1990,0.0098,m3/m3,12
RONI/ENSO,Neutral,Humitat del sòl,Llevant Ibèric,Primavera,1991-2000,-0.0092,m3/m3,9
RONI/ENSO,Neutral,Humitat del sòl,Llevant Ibèric,Primavera,2001-2010,0.0151,m3/m3,21
RONI/ENSO,Neutral,Humitat del sòl,Llevant Ibèric,Primavera,2011-2020,-0.0071,m3/m3,14
RONI/ENSO,Neutral,Humitat del sòl,Llevant Ibèric,Estiu,Tots,-0.0027,m3/m3,62
RONI/ENSO,Neutral,Humitat del sòl,Llevant Ibèric,Estiu,1981-1990,0.0114,m3/m3,18
RONI/ENSO,Neutral,Humitat del sòl,Llevant Ibèric,Estiu,1991-2000,-0.0076,m3/m3,8
RONI/ENSO,Neutral,Humitat del sòl,Llevant Ibèric,Estiu,2001-2010,-0.0138,m3/m3,17
RONI/ENSO,Neutral,Humitat del sòl,Llevant Ibèric,Estiu,2011-2020,-0.004,m3/m3,19
RONI/ENSO,Neutral,Humitat del sòl,Llevant Ibèric,Tardor,Tots,0.0056,m3/m3,44
RONI/ENSO,Neutral,Humitat del sòl,Llevant Ibèric,Tardor,1981-1990,-0.0011,m3/m3,13
RONI/ENSO,Neutral,Humitat del sòl,Llevant Ibèric,Tardor,1991-2000,-0.0011,m3/m3,9
RONI/ENSO,Neutral,Humitat del sòl,Llevant Ibèric,Tardor,2001-2010,0.0227,m3/m3,10
RONI/ENSO,Neutral,Humitat del sòl,Llevant Ibèric,Tardor,2011-2020,0.0038,m3/m3,12
RONI/ENSO,Neutral,Humitat del sòl,Catalunya-Balears,Hivern,Tots,0.0039,m3/m3,34
RONI/ENSO,Neutral,Humitat del sòl,Catalunya-Balears,Hivern,1981-1990,0.0036,m3/m3,13
RONI/ENSO,Neutral,Humitat del sòl,Catalunya-Balears,Hivern,1991-2000,0.0142,m3/m3,7
RONI/ENSO,Neutral,Humitat del sòl,Catalunya-Balears,Hivern,2001-2010,-0.0063,m3/m3,8
RONI/ENSO,Neutral,Humitat del sòl,Catalunya-Balears,Hivern,2011-2020,0.0061,m3/m3,6
RONI/ENSO,Neutral,Humitat del sòl,Catalunya-Balears,Primavera,Tots,0.0021,m3/m3,56
RONI/ENSO,Neutral,Humitat del sòl,Catalunya-Balears,Primavera,1981-1990,0.0076,m3/m3,12
RONI/ENSO,Neutral,Humitat del sòl,Catalunya-Balears,Primavera,1991-2000,-0.0085,m3/m3,9
RONI/ENSO,Neutral,Humitat del sòl,Catalunya-Balears,Primavera,2001-2010,0.0024,m3/m3,21
