Indicador,Teleconnexió,Fase,Estació,Subregió,Període,Percentatge mesos,N episodis,N mesos
Mes molt càlid,RONI/ENSO,Neutral,Estiu,Catalunya-Balears,2001-2010,29.41,5,17
Mes molt càlid,RONI/ENSO,Neutral,Estiu,Catalunya-Balears,2011-2020,31.58,6,19
Mes molt càlid,RONI/ENSO,Neutral,Tardor,Catalunya-Balears,Tots,13.64,6,44
Mes molt càlid,RONI/ENSO,Neutral,Tardor,Catalunya-Balears,1981-1990,0.0,0,13
Mes molt càlid,RONI/ENSO,Neutral,Tardor,Catalunya-Balears,1991-2000,0.0,0,9
Mes molt càlid,RONI/ENSO,Neutral,Tardor,Catalunya-Balears,2001-2010,10.0,1,10
Mes molt càlid,RONI/ENSO,Neutral,Tardor,Catalunya-Balears,2011-2020,41.67,5,12
Mes molt càlid,RONI/ENSO,Neutral,Hivern,Golf del Lleó,Tots,26.47,9,34
Mes molt càlid,RONI/ENSO,Neutral,Hivern,Golf del Lleó,1981-1990,23.08,3,13
Mes molt càlid,RONI/ENSO,Neutral,Hivern,Golf del Lleó,1991-2000,14.29,1,7
Mes molt càlid,RONI/ENSO,Neutral,Hivern,Golf del Lleó,2001-2010,25.0,2,8
Mes molt càlid,RONI/ENSO,Neutral,Hivern,Golf del Lleó,2011-2020,50.0,3,6
Mes molt càlid,RONI/ENSO,Neutral,Primavera,Golf del Lleó,Tots,23.21,13,56
Mes molt càlid,RONI/ENSO,Neutral,Primavera,Golf del Lleó,1981-1990,25.0,3,12
Mes molt càlid,RONI/ENSO,Neutral,Primavera,Golf del Lleó,1991-2000,33.33,3,9
Mes molt càlid,RONI/ENSO,Neutral,Primavera,Golf del Lleó,2001-2010,19.05,4,21
Mes molt càlid,RONI/ENSO,Neutral,Primavera,Golf del Lleó,2011-2020,21.43,3,14
Mes molt càlid,RONI/ENSO,Neutral,Estiu,Golf del Lleó,Tots,27.42,17,62
Mes molt càlid,RONI/ENSO,Neutral,Estiu,Golf del Lleó,1981-1990,5.56,1,18
Mes molt càlid,RONI/ENSO,Neutral,Estiu,Golf del Lleó,1991-2000,0.0,0,8
Mes molt càlid,RONI/ENSO,Neutral,Estiu,Golf del Lleó,2001-2010,41.18,7,17
Mes molt càlid,RONI/ENSO,Neutral,Estiu,Golf del Lleó,2011-2020,47.37,9,19
Mes molt càlid,RONI/ENSO,Neutral,Tardor,Golf del Lleó,Tots,22.73,10,44
Mes molt càlid,RONI/ENSO,Neutral,Tardor,Golf del Lleó,1981-1990,7.69,1,13
Mes molt càlid,RONI/ENSO,Neutral,Tardor,Golf del Lleó,1991-2000,11.11,1,9
Mes molt càlid,RONI/ENSO,Neutral,Tardor,Golf del Lleó,2001-2010,20.0,2,10
Mes molt càlid,RONI/ENSO,Neutral,Tardor,Golf del Lleó,2011-2020,50.0,6,12
Mes molt càlid,RONI/ENSO,Neutral,Hivern,Mediterrani central occidental,Tots,20.59,7,34
Mes molt càlid,RONI/ENSO,Neutral,Hivern,Mediterrani central occidental,1981-1990,15.38,2,13
Mes molt càlid,RONI/ENSO,Neutral,Hivern,Mediterrani central occidental,1991-2000,14.29,1,7
Mes molt càlid,RONI/ENSO,Neutral,Hivern,Mediterrani central occidental,2001-2010,12.5,1,8
Mes molt càlid,RONI/ENSO,Neutral,Hivern,Mediterrani central occidental,2011-2020,50.0,3,6
Mes molt càlid,RONI/ENSO,Neutral,Primavera,Mediterrani central occidental,Tots,8.93,5,56
Mes molt càlid,RONI/ENSO,Neutral,Primavera,Mediterrani central occidental,1981-1990,0.0,0,12
Mes molt càlid,RONI/ENSO,Neutral,Primavera,Mediterrani central occidental,1991-2000,0.0,0,9
Mes molt càlid,RONI/ENSO,Neutral,Primavera,Mediterrani central occidental,2001-2010,9.52,2,21
Mes molt càlid,RONI/ENSO,Neutral,Primavera,Mediterrani central occidental,2011-2020,21.43,3,14
Mes molt càlid,RONI/ENSO,Neutral,Estiu,Mediterrani central occidental,Tots,20.97,13,62
Mes molt càlid,RONI/ENSO,Neutral,Estiu,Mediterrani central occidental,1981-1990,5.56,1,18
Mes molt càlid,RONI/ENSO,Neutral,Estiu,Mediterrani central occidental,1991-2000,0.0,0,8
Mes molt càlid,RONI/ENSO,Neutral,Estiu,Mediterrani central occidental,2001-2010,29.41,5,17
Mes molt càlid,RONI/ENSO,Neutral,Estiu,Mediterrani central occidental,2011-2020,36.84,7,19
Mes molt càlid,RONI/ENSO,Neutral,Tardor,Mediterrani central occidental,Tots,18.18,8,44
Mes molt càlid,RONI/ENSO,Neutral,Tardor,Mediterrani central occidental,1981-1990,7.69,1,13
Mes molt càlid,RONI/ENSO,Neutral,Tardor,Mediterrani central occidental,1991-2000,0.0,0,9
Mes molt càlid,RONI/ENSO,Neutral,Tardor,Mediterrani central occidental,2001-2010,10.0,1,10
Mes molt càlid,RONI/ENSO,Neutral,Tardor,Mediterrani central occidental,2011-2020,50.0,6,12
Mes molt fred,RONI/ENSO,Neutral,Hivern,Llevant Ibèric,Tots,11.76,4,34
Mes molt fred,RONI/ENSO,Neutral,Hivern,Llevant Ibèric,1981-1990,15.38,2,13
Mes molt fred,RONI/ENSO,Neutral,Hivern,Llevant Ibèric,1991-2000,0.0,0,7
Mes molt fred,RONI/ENSO,Neutral,Hivern,Llevant Ibèric,2001-2010,25.0,2,8
Mes molt fred,RONI/ENSO,Neutral,Hivern,Llevant Ibèric,2011-2020,0.0,0,6
Mes molt fred,RONI/ENSO,Neutral,Primavera,Llevant Ibèric,Tots,12.5,7,56
Mes molt fred,RONI/ENSO,Neutral,Primavera,Llevant Ibèric,1981-1990,33.33,4,12
Mes molt fred,RONI/ENSO,Neutral,Primavera,Llevant Ibèric,1991-2000,11.11,1,9
Mes molt fred,RONI/ENSO,Neutral,Primavera,Llevant Ibèric,2001-2010,4.76,1,21
Mes molt fred,RONI/ENSO,Neutral,Primavera,Llevant Ibèric,2011-2020,7.14,1,14
Mes molt fred,RONI/ENSO,Neutral,Estiu,Llevant Ibèric,Tots,11.29,7,62
Mes molt fred,RONI/ENSO,Neutral,Estiu,Llevant Ibèric,1981-1990,33.33,6,18
Mes molt fred,RONI/ENSO,Neutral,Estiu,Llevant Ibèric,1991-2000,12.5,1,8
Mes molt fred,RONI/ENSO,Neutral,Estiu,Llevant Ibèric,2001-2010,0.0,0,17
Mes molt fred,RONI/ENSO,Neutral,Estiu,Llevant Ibèric,2011-2020,0.0,0,19
Mes molt fred,RONI/ENSO,Neutral,Tardor,Llevant Ibèric,Tots,13.64,6,44
Mes molt fred,RONI/ENSO,Neutral,Tardor,Llevant Ibèric,1981-1990,0.0,0,13
Mes molt fred,RONI/ENSO,Neutral,Tardor,Llevant Ibèric,1991-2000,55.56,5,9
Mes molt fred,RONI/ENSO,Neutral,Tardor,Llevant Ibèric,2001-2010,10.0,1,10
Mes molt fred,RONI/ENSO,Neutral,Tardor,Llevant Ibèric,2011-2020,0.0,0,12
Mes molt fred,RONI/ENSO,Neutral,Hivern,Catalunya-Balears,Tots,17.65,6,34
Mes molt fred,RONI/ENSO,Neutral,Hivern,Catalunya-Balears,1981-1990,30.77,4,13
Mes molt fred,RONI/ENSO,Neutral,Hivern,Catalunya-Balears,1991-2000,0.0,0,7
Mes molt fred,RONI/ENSO,Neutral,Hivern,Catalunya-Balears,2001-2010,25.0,2,8
Mes molt fred,RONI/ENSO,Neutral,Hivern,Catalunya-Balears,2011-2020,0.0,0,6
Mes molt fred,RONI/ENSO,Neutral,Primavera,Catalunya-Balears,Tots,8.93,5,56
Mes molt fred,RONI/ENSO,Neutral,Primavera,Catalunya-Balears,1981-1990,25.0,3,12
Mes molt fred,RONI/ENSO,Neutral,Primavera,Catalunya-Balears,1991-2000,11.11,1,9
Mes molt fred,RONI/ENSO,Neutral,Primavera,Catalunya-Balears,2001-2010,0.0,0,21
Mes molt fred,RONI/ENSO,Neutral,Primavera,Catalunya-Balears,2011-2020,7.14,1,14
Mes molt fred,RONI/ENSO,Neutral,Estiu,Catalunya-Balears,Tots,14.52,9,62
Mes molt fred,RONI/ENSO,Neutral,Estiu,Catalunya-Balears,1981-1990,27.78,5,18
Mes molt fred,RONI/ENSO,Neutral,Estiu,Catalunya-Balears,1991-2000,25.0,2,8
Mes molt fred,RONI/ENSO,Neutral,Estiu,Catalunya-Balears,2001-2010,0.0,0,17
Mes molt fred,RONI/ENSO,Neutral,Estiu,Catalunya-Balears,2011-2020,10.53,2,19
Mes molt fred,RONI/ENSO,Neutral,Tardor,Catalunya-Balears,Tots,20.45,9,44
Mes molt fred,RONI/ENSO,Neutral,Tardor,Catalunya-Balears,1981-1990,15.38,2,13
Mes molt fred,RONI/ENSO,Neutral,Tardor,Catalunya-Balears,1991-2000,55.56,5,9
Mes molt fred,RONI/ENSO,Neutral,Tardor,Catalunya-Balears,2001-2010,20.0,2,10
Mes molt fred,RONI/ENSO,Neutral,Tardor,Catalunya-Balears,2011-2020,0.0,0,12
Mes molt fred,RONI/ENSO,Neutral,Hivern,Golf del Lleó,Tots,17.65,6,34
Mes molt fred,RONI/ENSO,Neutral,Hivern,Golf del Lleó,1981-1990,30.77,4,13
Mes molt fred,RONI/ENSO,Neutral,Hivern,Golf del Lleó,1991-2000,0.0,0,7
Mes molt fred,RONI/ENSO,Neutral,Hivern,Golf del Lleó,2001-2010,25.0,2,8
Mes molt fred,RONI/ENSO,Neutral,Hivern,Golf del Lleó,2011-2020,0.0,0,6
Mes molt fred,RONI/ENSO,Neutral,Primavera,Golf del Lleó,Tots,17.86,10,56
Mes molt fred,RONI/ENSO,Neutral,Primavera,Golf del Lleó,1981-1990,50.0,6,12
Mes molt fred,RONI/ENSO,Neutral,Primavera,Golf del Lleó,1991-2000,11.11,1,9
Mes molt fred,RONI/ENSO,Neutral,Primavera,Golf del Lleó,2001-2010,4.76,1,21
Mes molt fred,RONI/ENSO,Neutral,Primavera,Golf del Lleó,2011-2020,14.29,2,14
Mes molt fred,RONI/ENSO,Neutral,Estiu,Golf del Lleó,Tots,22.58,14,62
Mes molt fred,RONI/ENSO,Neutral,Estiu,Golf del Lleó,1981-1990,22.22,4,18
Mes molt fred,RONI/ENSO,Neutral,Estiu,Golf del Lleó,1991-2000,50.0,4,8
Mes molt fred,RONI/ENSO,Neutral,Estiu,Golf del Lleó,2001-2010,11.76,2,17
Mes molt fred,RONI/ENSO,Neutral,Estiu,Golf del Lleó,2011-2020,21.05,4,19
Mes molt fred,RONI/ENSO,Neutral,Tardor,Golf del Lleó,Tots,27.27,12,44
Mes molt fred,RONI/ENSO,Neutral,Tardor,Golf del Lleó,1981-1990,15.38,2,13
Mes molt fred,RONI/ENSO,Neutral,Tardor,Golf del Lleó,1991-2000,55.56,5,9
Mes molt fred,RONI/ENSO,Neutral,Tardor,Golf del Lleó,2001-2010,40.0,4,10
Mes molt fred,RONI/ENSO,Neutral,Tardor,Golf del Lleó,2011-2020,8.33,1,12
Mes molt fred,RONI/ENSO,Neutral,Hivern,Mediterrani central occidental,Tots,17.65,6,34
Mes molt fred,RONI/ENSO,Neutral,Hivern,Mediterrani central occidental,1981-1990,30.77,4,13
Mes molt fred,RONI/ENSO,Neutral,Hivern,Mediterrani central occidental,1991-2000,0.0,0,7
Mes molt fred,RONI/ENSO,Neutral,Hivern,Mediterrani central occidental,2001-2010,25.0,2,8
Mes molt fred,RONI/ENSO,Neutral,Hivern,Mediterrani central occidental,2011-2020,0.0,0,6
Mes molt fred,RONI/ENSO,Neutral,Primavera,Mediterrani central occidental,Tots,8.93,5,56
Mes molt fred,RONI/ENSO,Neutral,Primavera,Mediterrani central occidental,1981-1990,16.67,2,12
Mes molt fred,RONI/ENSO,Neutral,Primavera,Mediterrani central occidental,1991-2000,11.11,1,9
Mes molt fred,RONI/ENSO,Neutral,Primavera,Mediterrani central occidental,2001-2010,4.76,1,21
Mes molt fred,RONI/ENSO,Neutral,Primavera,Mediterrani central occidental,2011-2020,7.14,1,14
Mes molt fred,RONI/ENSO,Neutral,Estiu,Mediterrani central occidental,Tots,16.13,10,62
Mes molt fred,RONI/ENSO,Neutral,Estiu,Mediterrani central occidental,1981-1990,33.33,6,18
Mes molt fred,RONI/ENSO,Neutral,Estiu,Mediterrani central occidental,1991-2000,37.5,3,8
Mes molt fred,RONI/ENSO,Neutral,Estiu,Mediterrani central occidental,2001-2010,5.88,1,17
Mes molt fred,RONI/ENSO,Neutral,Estiu,Mediterrani central occidental,2011-2020,0.0,0,19
Mes molt fred,RONI/ENSO,Neutral,Tardor,Mediterrani central occidental,Tots,18.18,8,44
Mes molt fred,RONI/ENSO,Neutral,Tardor,Mediterrani central occidental,1981-1990,23.08,3,13
Mes molt fred,RONI/ENSO,Neutral,Tardor,Mediterrani central occidental,1991-2000,44.44,4,9
Mes molt fred,RONI/ENSO,Neutral,Tardor,Mediterrani central occidental,2001-2010,10.0,1,10
Mes molt fred,RONI/ENSO,Neutral,Tardor,Mediterrani central occidental,2011-2020,0.0,0,12
Mes molt sec,RONI/ENSO,Neutral,Hivern,Llevant Ibèric,Tots,8.82,3,34
Mes molt sec,RONI/ENSO,Neutral,Hivern,Llevant Ibèric,1981-1990,7.69,1,13
Mes molt sec,RONI/ENSO,Neutral,Hivern,Llevant Ibèric,1991-2000,0.0,0,7
Mes molt sec,RONI/ENSO,Neutral,Hivern,Llevant Ibèric,2001-2010,12.5,1,8
Mes molt sec,RONI/ENSO,Neutral,Hivern,Llevant Ibèric,2011-2020,16.67,1,6
Mes molt sec,RONI/ENSO,Neutral,Primavera,Llevant Ibèric,Tots,0.0,0,56
Mes molt sec,RONI/ENSO,Neutral,Primavera,Llevant Ibèric,1981-1990,0.0,0,12
Mes molt sec,RONI/ENSO,Neutral,Primavera,Llevant Ibèric,1991-2000,0.0,0,9
Mes molt sec,RONI/ENSO,Neutral,Primavera,Llevant Ibèric,2001-2010,0.0,0,21
Mes molt sec,RONI/ENSO,Neutral,Primavera,Llevant Ibèric,2011-2020,0.0,0,14
Mes molt sec,RONI/ENSO,Neutral,Estiu,Llevant Ibèric,Tots,0.0,0,62
Mes molt sec,RONI/ENSO,Neutral,Estiu,Llevant Ibèric,1981-1990,0.0,0,18
Mes molt sec,RONI/ENSO,Neutral,Estiu,Llevant Ibèric,1991-2000,0.0,0,8
Mes molt sec,RONI/ENSO,Neutral,Estiu,Llevant Ibèric,2001-2010,0.0,0,17
Mes molt sec,RONI/ENSO,Neutral,Estiu,Llevant Ibèric,2011-2020,0.0,0,19
Mes molt sec,RONI/ENSO,Neutral,Tardor,Llevant Ibèric,Tots,6.82,3,44
Mes molt sec,RONI/ENSO,Neutral,Tardor,Llevant Ibèric,1981-1990,15.38,2,13
Mes molt sec,RONI/ENSO,Neutral,Tardor,Llevant Ibèric,1991-2000,11.11,1,9
Mes molt sec,RONI/ENSO,Neutral,Tardor,Llevant Ibèric,2001-2010,0.0,0,10
Mes molt sec,RONI/ENSO,Neutral,Tardor,Llevant Ibèric,2011-2020,0.0,0,12
Mes molt sec,RONI/ENSO,Neutral,Hivern,Catalunya-Balears,Tots,11.76,4,34
Mes molt sec,RONI/ENSO,Neutral,Hivern,Catalunya-Balears,1981-1990,0.0,0,13
Mes molt sec,RONI/ENSO,Neutral,Hivern,Catalunya-Balears,1991-2000,28.57,2,7
Mes molt sec,RONI/ENSO,Neutral,Hivern,Catalunya-Balears,2001-2010,0.0,0,8
Mes molt sec,RONI/ENSO,Neutral,Hivern,Catalunya-Balears,2011-2020,33.33,2,6
Mes molt sec,RONI/ENSO,Neutral,Primavera,Catalunya-Balears,Tots,5.36,3,56
Mes molt sec,RONI/ENSO,Neutral,Primavera,Catalunya-Balears,1981-1990,0.0,0,12
Mes molt sec,RONI/ENSO,Neutral,Primavera,Catalunya-Balears,1991-2000,22.22,2,9
Mes molt sec,RONI/ENSO,Neutral,Primavera,Catalunya-Balears,2001-2010,4.76,1,21
Mes molt sec,RONI/ENSO,Neutral,Primavera,Catalunya-Balears,2011-2020,0.0,0,14
Mes molt sec,RONI/ENSO,Neutral,Estiu,Catalunya-Balears,Tots,0.0,0,62
Mes molt sec,RONI/ENSO,Neutral,Estiu,Catalunya-Balears,1981-1990,0.0,0,18
Mes molt sec,RONI/ENSO,Neutral,Estiu,Catalunya-Balears,1991-2000,0.0,0,8
Mes molt sec,RONI/ENSO,Neutral,Estiu,Catalunya-Balears,2001-2010,0.0,0,17
Mes molt sec,RONI/ENSO,Neutral,Estiu,Catalunya-Balears,2011-2020,0.0,0,19
Mes molt sec,RONI/ENSO,Neutral,Tardor,Catalunya-Balears,Tots,18.18,8,44
Mes molt sec,RONI/ENSO,Neutral,Tardor,Catalunya-Balears,1981-1990,23.08,3,13
Mes molt sec,RONI/ENSO,Neutral,Tardor,Catalunya-Balears,1991-2000,11.11,1,9
Mes molt sec,RONI/ENSO,Neutral,Tardor,Catalunya-Balears,2001-2010,10.0,1,10
Mes molt sec,RONI/ENSO,Neutral,Tardor,Catalunya-Balears,2011-2020,25.0,3,12
Mes molt sec,RONI/ENSO,Neutral,Hivern,Golf del Lleó,Tots,14.71,5,34
Mes molt sec,RONI/ENSO,Neutral,Hivern,Golf del Lleó,1981-1990,15.38,2,13
Mes molt sec,RONI/ENSO,Neutral,Hivern,Golf del Lleó,1991-2000,14.29,1,7
Mes molt sec,RONI/ENSO,Neutral,Hivern,Golf del Lleó,2001-2010,25.0,2,8
Mes molt sec,RONI/ENSO,Neutral,Hivern,Golf del Lleó,2011-2020,0.0,0,6
Mes molt sec,RONI/ENSO,Neutral,Primavera,Golf del Lleó,Tots,25.0,14,56
Mes molt sec,RONI/ENSO,Neutral,Primavera,Golf del Lleó,1981-1990,8.33,1,12
Mes molt sec,RONI/ENSO,Neutral,Primavera,Golf del Lleó,1991-2000,22.22,2,9
Mes molt sec,RONI/ENSO,Neutral,Primavera,Golf del Lleó,2001-2010,42.86,9,21
Mes molt sec,RONI/ENSO,Neutral,Primavera,Golf del Lleó,2011-2020,14.29,2,14
Mes molt sec,RONI/ENSO,Neutral,Estiu,Golf del Lleó,Tots,6.45,4,62
Mes molt sec,RONI/ENSO,Neutral,Estiu,Golf del Lleó,1981-1990,5.56,1,18
Mes molt sec,RONI/ENSO,Neutral,Estiu,Golf del Lleó,1991-2000,12.5,1,8
Mes molt sec,RONI/ENSO,Neutral,Estiu,Golf del Lleó,2001-2010,11.76,2,17
Mes molt sec,RONI/ENSO,Neutral,Estiu,Golf del Lleó,2011-2020,0.0,0,19
Mes molt sec,RONI/ENSO,Neutral,Tardor,Golf del Lleó,Tots,25.0,11,44
Mes molt sec,RONI/ENSO,Neutral,Tardor,Golf del Lleó,1981-1990,53.85,7,13
Mes molt sec,RONI/ENSO,Neutral,Tardor,Golf del Lleó,1991-2000,11.11,1,9
Mes molt sec,RONI/ENSO,Neutral,Tardor,Golf del Lleó,2001-2010,10.0,1,10
Mes molt sec,RONI/ENSO,Neutral,Tardor,Golf del Lleó,2011-2020,16.67,2,12
Mes molt sec,RONI/ENSO,Neutral,Hivern,Mediterrani central occidental,Tots,17.65,6,34
Mes molt sec,RONI/ENSO,Neutral,Hivern,Mediterrani central occidental,1981-1990,15.38,2,13
Mes molt sec,RONI/ENSO,Neutral,Hivern,Mediterrani central occidental,1991-2000,14.29,1,7
Mes molt sec,RONI/ENSO,Neutral,Hivern,Mediterrani central occidental,2001-2010,12.5,1,8
Mes molt sec,RONI/ENSO,Neutral,Hivern,Mediterrani central occidental,2011-2020,33.33,2,6
Mes molt sec,RONI/ENSO,Neutral,Primavera,Mediterrani central occidental,Tots,7.14,4,56
Mes molt sec,RONI/ENSO,Neutral,Primavera,Mediterrani central occidental,1981-1990,0.0,0,12
Mes molt sec,RONI/ENSO,Neutral,Primavera,Mediterrani central occidental,1991-2000,22.22,2,9
Mes molt sec,RONI/ENSO,Neutral,Primavera,Mediterrani central occidental,2001-2010,9.52,2,21
Mes molt sec,RONI/ENSO,Neutral,Primavera,Mediterrani central occidental,2011-2020,0.0,0,14
Mes molt sec,RONI/ENSO,Neutral,Estiu,Mediterrani central occidental,Tots,0.0,0,62
Mes molt sec,RONI/ENSO,Neutral,Estiu,Mediterrani central occidental,1981-1990,0.0,0,18
Mes molt sec,RONI/ENSO,Neutral,Estiu,Mediterrani central occidental,1991-2000,0.0,0,8
Mes molt sec,RONI/ENSO,Neutral,Estiu,Mediterrani central occidental,2001-2010,0.0,0,17
Mes molt sec,RONI/ENSO,Neutral,Estiu,Mediterrani central occidental,2011-2020,0.0,0,19
Mes molt sec,RONI/ENSO,Neutral,Tardor,Mediterrani central occidental,Tots,15.91,7,44
Mes molt sec,RONI/ENSO,Neutral,Tardor,Mediterrani central occidental,1981-1990,23.08,3,13
Mes molt sec,RONI/ENSO,Neutral,Tardor,Mediterrani central occidental,1991-2000,11.11,1,9
Mes molt sec,RONI/ENSO,Neutral,Tardor,Mediterrani central occidental,2001-2010,10.0,1,10
Mes molt sec,RONI/ENSO,Neutral,Tardor,Mediterrani central occidental,2011-2020,16.67,2,12
Mes molt humit,RONI/ENSO,Neutral,Hivern,Llevant Ibèric,Tots,14.71,5,34
Mes molt humit,RONI/ENSO,Neutral,Hivern,Llevant Ibèric,1981-1990,15.38,2,13
Mes molt humit,RONI/ENSO,Neutral,Hivern,Llevant Ibèric,1991-2000,28.57,2,7
Mes molt humit,RONI/ENSO,Neutral,Hivern,Llevant Ibèric,2001-2010,0.0,0,8
Mes molt humit,RONI/ENSO,Neutral,Hivern,Llevant Ibèric,2011-2020,16.67,1,6
Mes molt humit,RONI/ENSO,Neutral,Primavera,Llevant Ibèric,Tots,16.07,9,56
Mes molt humit,RONI/ENSO,Neutral,Primavera,Llevant Ibèric,1981-1990,8.33,1,12
Mes molt humit,RONI/ENSO,Neutral,Primavera,Llevant Ibèric,1991-2000,11.11,1,9
Mes molt humit,RONI/ENSO,Neutral,Primavera,Llevant Ibèric,2001-2010,28.57,6,21
Mes molt humit,RONI/ENSO,Neutral,Primavera,Llevant Ibèric,2011-2020,7.14,1,14
Mes molt humit,RONI/ENSO,Neutral,Estiu,Llevant Ibèric,Tots,0.0,0,62
Mes molt humit,RONI/ENSO,Neutral,Estiu,Llevant Ibèric,1981-1990,0.0,0,18
Mes molt humit,RONI/ENSO,Neutral,Estiu,Llevant Ibèric,1991-2000,0.0,0,8
Mes molt humit,RONI/ENSO,Neutral,Estiu,Llevant Ibèric,2001-2010,0.0,0,17
Mes molt humit,RONI/ENSO,Neutral,Estiu,Llevant Ibèric,2011-2020,0.0,0,19
Mes molt humit,RONI/ENSO,Neutral,Tardor,Llevant Ibèric,Tots,22.73,10,44
Mes molt humit,RONI/ENSO,Neutral,Tardor,Llevant Ibèric,1981-1990,23.08,3,13
Mes molt humit,RONI/ENSO,Neutral,Tardor,Llevant Ibèric,1991-2000,22.22,2,9
Mes molt humit,RONI/ENSO,Neutral,Tardor,Llevant Ibèric,2001-2010,30.0,3,10
Mes molt humit,RONI/ENSO,Neutral,Tardor,Llevant Ibèric,2011-2020,16.67,2,12
Mes molt humit,RONI/ENSO,Neutral,Hivern,Catalunya-Balears,Tots,17.65,6,34
Mes molt humit,RONI/ENSO,Neutral,Hivern,Catalunya-Balears,1981-1990,7.69,1,13
Mes molt humit,RONI/ENSO,Neutral,Hivern,Catalunya-Balears,1991-2000,28.57,2,7
Mes molt humit,RONI/ENSO,Neutral,Hivern,Catalunya-Balears,2001-2010,12.5,1,8
Mes molt humit,RONI/ENSO,Neutral,Hivern,Catalunya-Balears,2011-2020,33.33,2,6
Mes molt humit,RONI/ENSO,Neutral,Primavera,Catalunya-Balears,Tots,16.07,9,56
Mes molt humit,RONI/ENSO,Neutral,Primavera,Catalunya-Balears,1981-1990,16.67,2,12
Mes molt humit,RONI/ENSO,Neutral,Primavera,Catalunya-Balears,1991-2000,11.11,1,9
Mes molt humit,RONI/ENSO,Neutral,Primavera,Catalunya-Balears,2001-2010,19.05,4,21
Mes molt humit,RONI/ENSO,Neutral,Primavera,Catalunya-Balears,2011-2020,14.29,2,14
Mes molt humit,RONI/ENSO,Neutral,Estiu,Catalunya-Balears,Tots,1.61,1,62
Mes molt humit,RONI/ENSO,Neutral,Estiu,Catalunya-Balears,1981-1990,5.56,1,18
Mes molt humit,RONI/ENSO,Neutral,Estiu,Catalunya-Balears,1991-2000,0.0,0,8
Mes molt humit,RONI/ENSO,Neutral,Estiu,Catalunya-Balears,2001-2010,0.0,0,17
Mes molt humit,RONI/ENSO,Neutral,Estiu,Catalunya-Balears,2011-2020,0.0,0,19
Mes molt humit,RONI/ENSO,Neutral,Tardor,Catalunya-Balears,Tots,18.18,8,44
Mes molt humit,RONI/ENSO,Neutral,Tardor,Catalunya-Balears,1981-1990,15.38,2,13
Mes molt humit,RONI/ENSO,Neutral,Tardor,Catalunya-Balears,1991-2000,22.22,2,9
Mes molt humit,RONI/ENSO,Neutral,Tardor,Catalunya-Balears,2001-2010,20.0,2,10
Mes molt humit,RONI/ENSO,Neutral,Tardor,Catalunya-Balears,2011-2020,16.67,2,12
Mes molt humit,RONI/ENSO,Neutral,Hivern,Golf del Lleó,Tots,26.47,9,34
Mes molt humit,RONI/ENSO,Neutral,Hivern,Golf del Lleó,1981-1990,23.08,3,13
Mes molt humit,RONI/ENSO,Neutral,Hivern,Golf del Lleó,1991-2000,57.14,4,7
Mes molt humit,RONI/ENSO,Neutral,Hivern,Golf del Lleó,2001-2010,12.5,1,8
Mes molt humit,RONI/ENSO,Neutral,Hivern,Golf del Lleó,2011-2020,16.67,1,6
Mes molt humit,RONI/ENSO,Neutral,Primavera,Golf del Lleó,Tots,14.29,8,56
Mes molt humit,RONI/ENSO,Neutral,Primavera,Golf del Lleó,1981-1990,25.0,3,12
Mes molt humit,RONI/ENSO,Neutral,Primavera,Golf del Lleó,1991-2000,11.11,1,9
Mes molt humit,RONI/ENSO,Neutral,Primavera,Golf del Lleó,2001-2010,9.52,2,21
Mes molt humit,RONI/ENSO,Neutral,Primavera,Golf del Lleó,2011-2020,14.29,2,14
Mes molt humit,RONI/ENSO,Neutral,Estiu,Golf del Lleó,Tots,4.84,3,62
Mes molt humit,RONI/ENSO,Neutral,Estiu,Golf del Lleó,1981-1990,5.56,1,18
Mes molt humit,RONI/ENSO,Neutral,Estiu,Golf del Lleó,1991-2000,0.0,0,8
Mes molt humit,RONI/ENSO,Neutral,Estiu,Golf del Lleó,2001-2010,0.0,0,17
Mes molt humit,RONI/ENSO,Neutral,Estiu,Golf del Lleó,2011-2020,10.53,2,19
Mes molt humit,RONI/ENSO,Neutral,Tardor,Golf del Lleó,Tots,18.18,8,44
Mes molt humit,RONI/ENSO,Neutral,Tardor,Golf del Lleó,1981-1990,15.38,2,13
Mes molt humit,RONI/ENSO,Neutral,Tardor,Golf del Lleó,1991-2000,33.33,3,9
Mes molt humit,RONI/ENSO,Neutral,Tardor,Golf del Lleó,2001-2010,10.0,1,10
Mes molt humit,RONI/ENSO,Neutral,Tardor,Golf del Lleó,2011-2020,16.67,2,12
Mes molt humit,RONI/ENSO,Neutral,Hivern,Mediterrani central occidental,Tots,11.76,4,34
Mes molt humit,RONI/ENSO,Neutral,Hivern,Mediterrani central occidental,1981-1990,15.38,2,13
Mes molt humit,RONI/ENSO,Neutral,Hivern,Mediterrani central occidental,1991-2000,14.29,1,7
Mes molt humit,RONI/ENSO,Neutral,Hivern,Mediterrani central occidental,2001-2010,0.0,0,8
Mes molt humit,RONI/ENSO,Neutral,Hivern,Mediterrani central occidental,2011-2020,16.67,1,6
Mes molt humit,RONI/ENSO,Neutral,Primavera,Mediterrani central occidental,Tots,7.14,4,56
Mes molt humit,RONI/ENSO,Neutral,Primavera,Mediterrani central occidental,1981-1990,8.33,1,12
Mes molt humit,RONI/ENSO,Neutral,Primavera,Mediterrani central occidental,1991-2000,0.0,0,9
